,Date,start,Visitor Team,visitorPts,Home Team,homePts,Score Type,OT?,Notes,HomeWin,HomeLastWin,VisitorLastWin
265,2013-12-03,7:30 pm,Detroit Pistons,107,Miami Heat,97,Box Score,,,False,False,True
266,2013-12-03,7:00 pm,Orlando Magic,125,Philadelphia 76ers,126,Box Score,2OT,,True,True,False
267,2013-12-03,10:00 pm,Oklahoma City Thunder,97,Sacramento Kings,95,Box Score,,,False,False,True
268,2013-12-04,7:30 pm,Los Angeles Clippers,97,Atlanta Hawks,107,Box Score,,,True,True,False
269,2013-12-04,7:00 pm,Denver Nuggets,88,Cleveland Cavaliers,98,Box Score,,,True,True,False
270,2013-12-04,8:00 pm,Phoenix Suns,97,Houston Rockets,88,Box Score,,,False,False,True
271,2013-12-04,8:00 pm,Detroit Pistons,105,Milwaukee Bucks,98,Box Score,,,False,False,True
272,2013-12-04,8:00 pm,Dallas Mavericks,100,New Orleans Pelicans,97,Box Score,,,False,False,True
273,2013-12-04,10:00 pm,Oklahoma City Thunder,104,Portland Trail Blazers,111,Box Score,,,True,True,False
274,2013-12-04,9:00 pm,Indiana Pacers,95,Utah Jazz,86,Box Score,,,False,False,True
275,2013-12-05,7:00 pm,New York Knicks,113,Brooklyn Nets,83,Box Score,,,False,False,True
276,2013-12-05,9:30 pm,Miami Heat,87,Chicago Bulls,107,Box Score,,,True,True,False
277,2013-12-05,8:00 pm,Los Angeles Clippers,101,Memphis Grizzlies,81,Box Score,,,False,False,True
278,2013-12-06,7:30 pm,Cleveland Cavaliers,89,Atlanta Hawks,108,Box Score,,,True,True,False
279,2013-12-06,7:30 pm,Denver Nuggets,98,Boston Celtics,106,Box Score,,,True,True,False
280,2013-12-06,7:00 pm,Philadelphia 76ers,88,Charlotte Bobcats,105,Box Score,,,True,True,False
281,2013-12-06,8:00 pm,Golden State Warriors,83,Houston Rockets,105,Box Score,,,True,True,False
282,2013-12-06,8:00 pm,Oklahoma City Thunder,109,New Orleans Pelicans,95,Box Score,,,False,False,True
283,2013-12-06,7:30 pm,Orlando Magic,83,New York Knicks,121,Box Score,,,True,True,False
284,2013-12-06,9:00 pm,Toronto Raptors,97,Phoenix Suns,106,Box Score,,,True,True,False
285,2013-12-06,10:00 pm,Utah Jazz,98,Portland Trail Blazers,130,Box Score,,,True,True,False
286,2013-12-06,10:00 pm,Los Angeles Lakers,106,Sacramento Kings,100,Box Score,,,False,False,True
287,2013-12-06,7:00 pm,Milwaukee Bucks,109,Washington Wizards,105,Box Score,OT,,False,False,True
288,2013-12-07,8:00 pm,Detroit Pistons,92,Chicago Bulls,75,Box Score,,,False,False,True
289,2013-12-07,7:30 pm,Los Angeles Clippers,82,Cleveland Cavaliers,88,Box Score,,,True,True,False
290,2013-12-07,8:00 pm,Golden State Warriors,108,Memphis Grizzlies,82,Box Score,,,False,False,True
291,2013-12-07,8:30 pm,Brooklyn Nets,90,Milwaukee Bucks,82,Box Score,,,False,False,True
292,2013-12-07,8:00 pm,Miami Heat,103,Minnesota Timberwolves,82,Box Score,,,False,False,True
293,2013-12-07,7:00 pm,Denver Nuggets,103,Philadelphia 76ers,92,Box Score,,,False,False,True
294,2013-12-07,10:00 pm,Dallas Mavericks,108,Portland Trail Blazers,106,Box Score,,,False,False,True
295,2013-12-07,8:30 pm,Indiana Pacers,111,San Antonio Spurs,100,Box Score,,,False,False,True
296,2013-12-07,9:00 pm,Sacramento Kings,112,Utah Jazz,102,Box Score,OT,,False,False,True
297,2013-12-08,6:00 pm,Miami Heat,110,Detroit Pistons,95,Box Score,,,False,False,True
298,2013-12-08,7:00 pm,Orlando Magic,88,Houston Rockets,98,Box Score,,,True,True,False
299,2013-12-08,9:30 pm,Toronto Raptors,106,Los Angeles Lakers,94,Box Score,,,False,False,True
300,2013-12-08,12:00 am,Boston Celtics,114,New York Knicks,73,Box Score,,,False,False,True
301,2013-12-08,7:00 pm,Indiana Pacers,94,Oklahoma City Thunder,118,Box Score,,,True,True,False
302,2013-12-09,7:00 pm,Golden State Warriors,111,Charlotte Bobcats,115,Box Score,,,True,True,False
303,2013-12-09,8:00 pm,Orlando Magic,85,Memphis Grizzlies,94,Box Score,,,True,True,False
304,2013-12-09,7:00 pm,Los Angeles Clippers,94,Philadelphia 76ers,83,Box Score,,,False,False,True
305,2013-12-09,10:00 pm,Dallas Mavericks,97,Sacramento Kings,112,Box Score,,,True,True,False
306,2013-12-09,9:00 pm,Portland Trail Blazers,105,Utah Jazz,94,Box Score,,,False,False,True
307,2013-12-09,7:00 pm,Denver Nuggets,75,Washington Wizards,74,Box Score,,,False,False,True
308,2013-12-10,7:30 pm,Oklahoma City Thunder,101,Atlanta Hawks,92,Box Score,,,False,False,True
309,2013-12-10,7:30 pm,Boston Celtics,96,Brooklyn Nets,104,Box Score,,,True,True,False
310,2013-12-10,8:00 pm,Milwaukee Bucks,78,Chicago Bulls,74,Box Score,,,False,False,True
311,2013-12-10,7:00 pm,New York Knicks,94,Cleveland Cavaliers,109,Box Score,,,True,True,False
312,2013-12-10,7:30 pm,Minnesota Timberwolves,121,Detroit Pistons,94,Box Score,,,False,False,True
313,2013-12-10,7:00 pm,Miami Heat,84,Indiana Pacers,90,Box Score,,,True,True,False
314,2013-12-10,10:30 pm,Phoenix Suns,114,Los Angeles Lakers,108,Box Score,,,False,False,True
315,2013-12-10,7:00 pm,San Antonio Spurs,116,Toronto Raptors,103,Box Score,,,False,False,True
316,2013-12-11,7:30 pm,Los Angeles Clippers,96,Boston Celtics,88,Box Score,,,False,False,True
317,2013-12-11,7:00 pm,Orlando Magic,92,Charlotte Bobcats,83,Box Score,,,False,False,True
318,2013-12-11,10:30 pm,Dallas Mavericks,93,Golden State Warriors,95,Box Score,,,True,True,False
319,2013-12-11,8:00 pm,Oklahoma City Thunder,116,Memphis Grizzlies,100,Box Score,,,False,False,True
320,2013-12-11,8:00 pm,San Antonio Spurs,109,Milwaukee Bucks,77,Box Score,,,False,False,True
321,2013-12-11,8:00 pm,Philadelphia 76ers,99,Minnesota Timberwolves,106,Box Score,,,True,True,False
322,2013-12-11,8:00 pm,Detroit Pistons,106,New Orleans Pelicans,111,Box Score,OT,,True,True,False
323,2013-12-11,8:00 pm,Chicago Bulls,78,New York Knicks,83,Box Score,,,True,True,False
324,2013-12-11,10:00 pm,Utah Jazz,122,Sacramento Kings,101,Box Score,,,False,False,True
325,2013-12-12,8:00 pm,Los Angeles Clippers,93,Brooklyn Nets,102,Box Score,,,True,True,False
326,2013-12-12,10:30 pm,Houston Rockets,104,Portland Trail Blazers,111,Box Score,,,True,True,False
327,2013-12-13,7:30 pm,Washington Wizards,99,Atlanta Hawks,101,Box Score,OT,,True,True,False
328,2013-12-13,7:30 pm,New York Knicks,86,Boston Celtics,90,Box Score,,,True,True,False
329,2013-12-13,9:00 pm,Utah Jazz,103,Denver Nuggets,93,Box Score,,,False,False,True
330,2013-12-13,7:30 pm,Brooklyn Nets,99,Detroit Pistons,103,Box Score,,,True,True,False
331,2013-12-13,10:30 pm,Houston Rockets,116,Golden State Warriors,112,Box Score,,,False,False,True
332,2013-12-13,7:00 pm,Charlotte Bobcats,94,Indiana Pacers,99,Box Score,,,True,True,False
333,2013-12-13,8:30 pm,Chicago Bulls,91,Milwaukee Bucks,90,Box Score,,,False,False,True
334,2013-12-13,8:00 pm,Memphis Grizzlies,98,New Orleans Pelicans,104,Box Score,,,True,True,False
335,2013-12-13,8:00 pm,Los Angeles Lakers,97,Oklahoma City Thunder,122,Box Score,,,True,True,False
336,2013-12-13,7:00 pm,Cleveland Cavaliers,109,Orlando Magic,100,Box Score,,,False,False,True
337,2013-12-13,9:00 pm,Sacramento Kings,107,Phoenix Suns,116,Box Score,,,True,True,False
338,2013-12-13,8:30 pm,Minnesota Timberwolves,110,San Antonio Spurs,117,Box Score,,,True,True,False
339,2013-12-13,7:00 pm,Philadelphia 76ers,100,Toronto Raptors,108,Box Score,,,True,True,False
340,2013-12-14,7:00 pm,Los Angeles Lakers,88,Charlotte Bobcats,85,Box Score,,,False,False,True
341,2013-12-14,8:00 pm,Toronto Raptors,99,Chicago Bulls,77,Box Score,,,False,False,True
342,2013-12-14,8:30 pm,Milwaukee Bucks,93,Dallas Mavericks,106,Box Score,,,True,True,False
343,2013-12-14,7:30 pm,Cleveland Cavaliers,107,Miami Heat,114,Box Score,,,True,True,False
344,2013-12-14,7:30 pm,Atlanta Hawks,106,New York Knicks,111,Box Score,,,True,True,False
345,2013-12-14,8:00 pm,Portland Trail Blazers,139,Philadelphia 76ers,105,Box Score,,,False,False,True
346,2013-12-14,9:00 pm,San Antonio Spurs,100,Utah Jazz,84,Box Score,,,False,False,True
347,2013-12-14,7:00 pm,Los Angeles Clippers,113,Washington Wizards,97,Box Score,,,False,False,True
348,2013-12-15,8:00 pm,New Orleans Pelicans,93,Denver Nuggets,102,Box Score,,,True,True,False
349,2013-12-15,6:00 pm,Portland Trail Blazers,111,Detroit Pistons,109,Box Score,OT,,False,False,True
350,2013-12-15,6:00 pm,Minnesota Timberwolves,101,Memphis Grizzlies,93,Box Score,,,False,False,True
351,2013-12-15,7:00 pm,Orlando Magic,98,Oklahoma City Thunder,101,Box Score,,,True,True,False
352,2013-12-15,8:00 pm,Golden State Warriors,102,Phoenix Suns,106,Box Score,,,True,True,False
353,2013-12-15,6:00 pm,Houston Rockets,91,Sacramento Kings,106,Box Score,,,True,True,False
354,2013-12-16,7:30 pm,Los Angeles Lakers,100,Atlanta Hawks,114,Box Score,,,True,True,False
355,2013-12-16,7:30 pm,Minnesota Timberwolves,97,Boston Celtics,101,Box Score,,,True,True,False
356,2013-12-16,7:30 pm,Philadelphia 76ers,94,Brooklyn Nets,130,Box Score,,,True,True,False
357,2013-12-16,8:00 pm,Orlando Magic,83,Chicago Bulls,82,Box Score,,,False,False,True
358,2013-12-16,7:00 pm,Detroit Pistons,101,Indiana Pacers,96,Box Score,,,False,False,True
359,2013-12-16,10:30 pm,San Antonio Spurs,92,Los Angeles Clippers,115,Box Score,,,True,True,False
360,2013-12-16,7:30 pm,Utah Jazz,94,Miami Heat,117,Box Score,,,True,True,False
361,2013-12-16,7:30 pm,Washington Wizards,102,New York Knicks,101,Box Score,,,False,False,True
362,2013-12-17,7:00 pm,Sacramento Kings,87,Charlotte Bobcats,95,Box Score,,,True,True,False
363,2013-12-17,7:00 pm,Portland Trail Blazers,119,Cleveland Cavaliers,116,Box Score,,,False,False,True
364,2013-12-17,9:00 pm,Oklahoma City Thunder,105,Denver Nuggets,93,Box Score,,,False,False,True
365,2013-12-17,10:30 pm,New Orleans Pelicans,93,Golden State Warriors,104,Box Score,,,True,True,False
366,2013-12-17,8:00 pm,Los Angeles Lakers,96,Memphis Grizzlies,92,Box Score,,,False,False,True
367,2013-12-18,7:30 pm,Sacramento Kings,107,Atlanta Hawks,124,Box Score,,,True,True,False
368,2013-12-18,7:30 pm,Detroit Pistons,107,Boston Celtics,106,Box Score,,,False,False,True
369,2013-12-18,7:30 pm,Washington Wizards,113,Brooklyn Nets,107,Box Score,,,False,False,True
370,2013-12-18,8:30 pm,Memphis Grizzlies,91,Dallas Mavericks,105,Box Score,,,True,True,False
371,2013-12-18,9:30 pm,Chicago Bulls,94,Houston Rockets,109,Box Score,,,True,True,False
372,2013-12-18,10:30 pm,New Orleans Pelicans,95,Los Angeles Clippers,108,Box Score,,,True,True,False
373,2013-12-18,7:00 pm,Indiana Pacers,94,Miami Heat,97,Box Score,,,True,True,False
374,2013-12-18,8:00 pm,New York Knicks,107,Milwaukee Bucks,101,Box Score,2OT,,False,False,True
375,2013-12-18,8:00 pm,Portland Trail Blazers,109,Minnesota Timberwolves,120,Box Score,,,True,True,False
376,2013-12-18,7:00 pm,Utah Jazz,86,Orlando Magic,82,Box Score,,,False,False,True
377,2013-12-18,9:00 pm,San Antonio Spurs,108,Phoenix Suns,101,Box Score,,,False,False,True
378,2013-12-18,7:00 pm,Charlotte Bobcats,104,Toronto Raptors,102,Box Score,OT,,False,False,True
379,2013-12-19,10:30 pm,San Antonio Spurs,104,Golden State Warriors,102,Box Score,,,False,False,True
380,2013-12-19,8:00 pm,Chicago Bulls,95,Oklahoma City Thunder,107,Box Score,,,True,True,False
381,2013-12-20,7:30 pm,Utah Jazz,85,Atlanta Hawks,118,Box Score,,,True,True,False
382,2013-12-20,7:30 pm,Milwaukee Bucks,111,Cleveland Cavaliers,114,Box Score,OT,,True,True,False
383,2013-12-20,8:30 pm,Toronto Raptors,109,Dallas Mavericks,108,Box Score,OT,,False,False,True
384,2013-12-20,9:00 pm,Phoenix Suns,103,Denver Nuggets,99,Box Score,,,False,False,True
385,2013-12-20,7:30 pm,Charlotte Bobcats,116,Detroit Pistons,106,Box Score,,,False,False,True
386,2013-12-20,8:00 pm,Houston Rockets,81,Indiana Pacers,114,Box Score,,,True,True,False
387,2013-12-20,10:30 pm,Minnesota Timberwolves,91,Los Angeles Lakers,104,Box Score,,,True,True,False
388,2013-12-20,7:30 pm,Sacramento Kings,103,Miami Heat,122,Box Score,,,True,True,False
389,2013-12-20,7:00 pm,Brooklyn Nets,120,Philadelphia 76ers,121,Box Score,OT,,True,True,False
390,2013-12-21,1:00 pm,Washington Wizards,106,Boston Celtics,99,Box Score,,,False,False,True
391,2013-12-21,7:30 pm,Utah Jazz,88,Charlotte Bobcats,85,Box Score,,,False,False,True
392,2013-12-21,8:00 pm,Cleveland Cavaliers,84,Chicago Bulls,100,Box Score,,,True,True,False
393,2013-12-21,7:30 pm,Houston Rockets,114,Detroit Pistons,97,Box Score,,,False,False,True
394,2013-12-21,10:30 pm,Los Angeles Lakers,83,Golden State Warriors,102,Box Score,,,True,True,False
395,2013-12-21,10:30 pm,Denver Nuggets,91,Los Angeles Clippers,112,Box Score,,,True,True,False
396,2013-12-21,8:30 pm,Philadelphia 76ers,106,Milwaukee Bucks,116,Box Score,,,True,True,False
397,2013-12-21,12:00 am,Memphis Grizzlies,95,New York Knicks,87,Box Score,,,False,False,True
398,2013-12-21,7:00 pm,Sacramento Kings,105,Orlando Magic,100,Box Score,,,False,False,True
399,2013-12-21,9:00 pm,Dallas Mavericks,108,Phoenix Suns,123,Box Score,,,True,True,False
400,2013-12-21,10:00 pm,New Orleans Pelicans,107,Portland Trail Blazers,110,Box Score,,,True,True,False
401,2013-12-21,8:30 pm,Oklahoma City Thunder,113,San Antonio Spurs,100,Box Score,,,False,False,True
402,2013-12-22,6:00 pm,Boston Celtics,79,Indiana Pacers,106,Box Score,,,True,True,False
403,2013-12-22,9:30 pm,Minnesota Timberwolves,116,Los Angeles Clippers,120,Box Score,OT,,True,True,False
404,2013-12-22,7:00 pm,Toronto Raptors,104,Oklahoma City Thunder,98,Box Score,,,False,False,True
405,2013-12-23,7:30 pm,Indiana Pacers,103,Brooklyn Nets,86,Box Score,,,False,False,True
406,2013-12-23,7:00 pm,Milwaukee Bucks,110,Charlotte Bobcats,111,Box Score,OT,,True,True,False
407,2013-12-23,7:00 pm,Detroit Pistons,115,Cleveland Cavaliers,92,Box Score,,,False,False,True
408,2013-12-23,9:00 pm,Golden State Warriors,89,Denver Nuggets,81,Box Score,,,False,False,True
409,2013-12-23,8:00 pm,Dallas Mavericks,111,Houston Rockets,104,Box Score,,,False,False,True
410,2013-12-23,8:00 pm,Utah Jazz,94,Memphis Grizzlies,104,Box Score,,,True,True,False
411,2013-12-23,7:30 pm,Atlanta Hawks,119,Miami Heat,121,Box Score,OT,,True,True,False
412,2013-12-23,7:00 pm,New York Knicks,103,Orlando Magic,98,Box Score,,,False,False,True
413,2013-12-23,9:00 pm,Los Angeles Lakers,90,Phoenix Suns,117,Box Score,,,True,True,False
414,2013-12-23,10:00 pm,New Orleans Pelicans,113,Sacramento Kings,100,Box Score,,,False,False,True
415,2013-12-23,8:30 pm,Toronto Raptors,99,San Antonio Spurs,112,Box Score,,,True,True,False
416,2013-12-25,12:00 am,Chicago Bulls,95,Brooklyn Nets,78,Box Score,,,False,False,True
417,2013-12-25,10:30 pm,Los Angeles Clippers,103,Golden State Warriors,105,Box Score,,,True,True,False
418,2013-12-25,5:00 pm,Miami Heat,101,Los Angeles Lakers,95,Box Score,,,False,False,True
419,2013-12-25,2:30 pm,Oklahoma City Thunder,123,New York Knicks,94,Box Score,,,False,False,True
420,2013-12-25,8:00 pm,Houston Rockets,111,San Antonio Spurs,98,Box Score,,,False,False,True
421,2013-12-26,7:00 pm,Atlanta Hawks,127,Cleveland Cavaliers,125,Box Score,2OT,,False,False,True
422,2013-12-26,8:30 pm,San Antonio Spurs,116,Dallas Mavericks,107,Box Score,,,False,False,True
423,2013-12-26,8:00 pm,Memphis Grizzlies,92,Houston Rockets,100,Box Score,,,True,True,False
424,2013-12-26,10:30 pm,Los Angeles Clippers,112,Portland Trail Blazers,116,Box Score,OT,,True,True,False
425,2013-12-27,7:30 pm,Milwaukee Bucks,93,Brooklyn Nets,104,Box Score,,,True,True,False
426,2013-12-27,7:00 pm,Oklahoma City Thunder,89,Charlotte Bobcats,85,Box Score,,,False,False,True
427,2013-12-27,10:30 pm,Phoenix Suns,86,Golden State Warriors,115,Box Score,,,True,True,False
428,2013-12-27,8:00 pm,Washington Wizards,98,Minnesota Timberwolves,120,Box Score,,,True,True,False
429,2013-12-27,8:00 pm,Denver Nuggets,89,New Orleans Pelicans,105,Box Score,,,True,True,False
430,2013-12-27,7:30 pm,Toronto Raptors,95,New York Knicks,83,Box Score,,,False,False,True
431,2013-12-27,7:00 pm,Detroit Pistons,92,Orlando Magic,109,Box Score,,,True,True,False
432,2013-12-27,10:00 pm,Miami Heat,103,Sacramento Kings,108,Box Score,OT,,True,True,False
433,2013-12-27,9:00 pm,Los Angeles Lakers,103,Utah Jazz,105,Box Score,,,True,True,False
434,2013-12-28,7:30 pm,Charlotte Bobcats,116,Atlanta Hawks,118,Box Score,OT,,True,True,False
435,2013-12-28,1:00 pm,Cleveland Cavaliers,100,Boston Celtics,103,Box Score,,,True,True,False
436,2013-12-28,8:00 pm,Dallas Mavericks,105,Chicago Bulls,83,Box Score,,,False,False,True
437,2013-12-28,8:00 pm,New Orleans Pelicans,98,Houston Rockets,107,Box Score,,,True,True,False
438,2013-12-28,7:00 pm,Brooklyn Nets,91,Indiana Pacers,105,Box Score,,,True,True,False
439,2013-12-28,10:30 pm,Utah Jazz,90,Los Angeles Clippers,98,Box Score,,,True,True,False
440,2013-12-28,8:00 pm,Denver Nuggets,99,Memphis Grizzlies,120,Box Score,,,True,True,False
441,2013-12-28,8:30 pm,Minnesota Timberwolves,117,Milwaukee Bucks,95,Box Score,,,False,False,True
442,2013-12-28,9:00 pm,Philadelphia 76ers,101,Phoenix Suns,115,Box Score,,,True,True,False
443,2013-12-28,10:00 pm,Miami Heat,108,Portland Trail Blazers,107,Box Score,,,False,False,True
444,2013-12-28,7:00 pm,New York Knicks,100,Toronto Raptors,115,Box Score,,,True,True,False
445,2013-12-28,7:00 pm,Detroit Pistons,82,Washington Wizards,106,Box Score,,,True,True,False
446,2013-12-29,6:00 pm,Golden State Warriors,108,Cleveland Cavaliers,104,Box Score,OT,,False,False,True
447,2013-12-29,9:30 pm,Philadelphia 76ers,111,Los Angeles Lakers,104,Box Score,,,False,False,True
448,2013-12-29,7:00 pm,Houston Rockets,86,Oklahoma City Thunder,117,Box Score,,,True,True,False
449,2013-12-29,6:00 pm,Atlanta Hawks,102,Orlando Magic,109,Box Score,,,True,True,False
450,2013-12-29,7:00 pm,Sacramento Kings,104,San Antonio Spurs,112,Box Score,,,True,True,False
451,2013-12-30,9:00 pm,Miami Heat,97,Denver Nuggets,94,Box Score,,,False,False,True
452,2013-12-30,7:30 pm,Washington Wizards,106,Detroit Pistons,99,Box Score,,,False,False,True
453,2013-12-30,10:30 pm,Phoenix Suns,107,Los Angeles Clippers,88,Box Score,,,False,False,True
454,2013-12-30,8:00 pm,Chicago Bulls,95,Memphis Grizzlies,91,Box Score,,,False,False,True
455,2013-12-30,8:00 pm,Dallas Mavericks,100,Minnesota Timberwolves,98,Box Score,,,False,False,True
456,2013-12-30,8:00 pm,Portland Trail Blazers,108,New Orleans Pelicans,110,Box Score,,,True,True,False
457,2013-12-30,9:00 pm,Charlotte Bobcats,80,Utah Jazz,83,Box Score,,,True,True,False
458,2013-12-31,1:00 pm,Atlanta Hawks,92,Boston Celtics,91,Box Score,,,False,False,True
459,2013-12-31,8:00 pm,Toronto Raptors,85,Chicago Bulls,79,Box Score,,,False,False,True
460,2013-12-31,7:00 pm,Sacramento Kings,110,Houston Rockets,106,Box Score,,,False,False,True
461,2013-12-31,3:00 pm,Cleveland Cavaliers,76,Indiana Pacers,91,Box Score,,,True,True,False
462,2013-12-31,10:30 pm,Milwaukee Bucks,94,Los Angeles Lakers,79,Box Score,,,False,False,True
463,2013-12-31,8:00 pm,Portland Trail Blazers,98,Oklahoma City Thunder,94,Box Score,,,False,False,True
464,2013-12-31,5:00 pm,Golden State Warriors,94,Orlando Magic,81,Box Score,,,False,False,True
465,2013-12-31,7:00 pm,Brooklyn Nets,92,San Antonio Spurs,113,Box Score,,,True,True,False
466,2014-01-01,9:00 pm,Philadelphia 76ers,114,Denver Nuggets,102,Box Score,,,False,False,True
467,2014-01-01,9:30 pm,Charlotte Bobcats,85,Los Angeles Clippers,112,Box Score,,,True,True,False
468,2014-01-01,8:00 pm,New Orleans Pelicans,112,Minnesota Timberwolves,124,Box Score,,,True,True,False
469,2014-01-01,7:00 pm,Indiana Pacers,82,Toronto Raptors,95,Box Score,,,True,True,False
470,2014-01-01,6:00 pm,Dallas Mavericks,87,Washington Wizards,78,Box Score,,,False,False,True
471,2014-01-02,8:00 pm,Boston Celtics,82,Chicago Bulls,94,Box Score,,,True,True,False
472,2014-01-02,7:00 pm,Orlando Magic,81,Cleveland Cavaliers,87,Box Score,OT,,True,True,False
473,2014-01-02,7:30 pm,Golden State Warriors,123,Miami Heat,114,Box Score,,,False,False,True
474,2014-01-02,8:00 pm,Brooklyn Nets,95,Oklahoma City Thunder,93,Box Score,,,False,False,True
475,2014-01-02,9:00 pm,Memphis Grizzlies,99,Phoenix Suns,91,Box Score,,,False,False,True
476,2014-01-02,10:00 pm,Charlotte Bobcats,104,Portland Trail Blazers,134,Box Score,,,True,True,False
477,2014-01-02,10:00 pm,Philadelphia 76ers,113,Sacramento Kings,104,Box Score,,,False,False,True
478,2014-01-02,8:30 pm,New York Knicks,105,San Antonio Spurs,101,Box Score,,,False,False,True
479,2014-01-02,9:00 pm,Milwaukee Bucks,87,Utah Jazz,96,Box Score,,,True,True,False
480,2014-01-03,7:30 pm,Golden State Warriors,101,Atlanta Hawks,100,Box Score,,,False,False,True
481,2014-01-03,7:30 pm,New Orleans Pelicans,95,Boston Celtics,92,Box Score,,,False,False,True
482,2014-01-03,8:30 pm,Los Angeles Clippers,119,Dallas Mavericks,112,Box Score,,,False,False,True
483,2014-01-03,9:00 pm,Memphis Grizzlies,108,Denver Nuggets,111,Box Score,,,True,True,False
484,2014-01-03,8:00 pm,New York Knicks,100,Houston Rockets,102,Box Score,,,True,True,False
485,2014-01-03,10:30 pm,Utah Jazz,99,Los Angeles Lakers,110,Box Score,,,True,True,False
486,2014-01-03,7:00 pm,Toronto Raptors,101,Washington Wizards,88,Box Score,,,False,False,True
487,2014-01-04,7:30 pm,Cleveland Cavaliers,82,Brooklyn Nets,89,Box Score,,,True,True,False
488,2014-01-04,8:00 pm,Atlanta Hawks,84,Chicago Bulls,91,Box Score,,,True,True,False
489,2014-01-04,7:00 pm,New Orleans Pelicans,82,Indiana Pacers,99,Box Score,,,True,True,False
490,2014-01-04,8:00 pm,Oklahoma City Thunder,115,Minnesota Timberwolves,111,Box Score,,,False,False,True
491,2014-01-04,7:00 pm,Miami Heat,110,Orlando Magic,94,Box Score,,,False,False,True
492,2014-01-04,9:00 pm,Milwaukee Bucks,100,Phoenix Suns,116,Box Score,,,True,True,False
493,2014-01-04,10:00 pm,Philadelphia 76ers,101,Portland Trail Blazers,99,Box Score,,,False,False,True
494,2014-01-04,10:00 pm,Charlotte Bobcats,113,Sacramento Kings,103,Box Score,,,False,False,True
495,2014-01-04,8:30 pm,Los Angeles Clippers,92,San Antonio Spurs,116,Box Score,,,True,True,False
496,2014-01-05,6:00 pm,Indiana Pacers,82,Cleveland Cavaliers,78,Box Score,,,False,False,True
497,2014-01-05,7:30 pm,New York Knicks,92,Dallas Mavericks,80,Box Score,,,False,False,True
498,2014-01-05,1:00 pm,Memphis Grizzlies,112,Detroit Pistons,84,Box Score,,,False,False,True
499,2014-01-05,9:30 pm,Denver Nuggets,137,Los Angeles Lakers,115,Box Score,,,False,False,True
500,2014-01-05,6:00 pm,Toronto Raptors,97,Miami Heat,102,Box Score,,,True,True,False
501,2014-01-05,7:00 pm,Boston Celtics,96,Oklahoma City Thunder,119,Box Score,,,True,True,False
502,2014-01-05,6:00 pm,Golden State Warriors,112,Washington Wizards,96,Box Score,,,False,False,True
503,2014-01-06,7:30 pm,Atlanta Hawks,86,Brooklyn Nets,91,Box Score,,,True,True,False
504,2014-01-06,10:30 pm,Orlando Magic,81,Los Angeles Clippers,101,Box Score,,,True,True,False
505,2014-01-06,7:00 pm,Minnesota Timberwolves,126,Philadelphia 76ers,95,Box Score,,,False,False,True
506,2014-01-07,7:00 pm,Washington Wizards,97,Charlotte Bobcats,83,Box Score,,,False,False,True
507,2014-01-07,8:00 pm,Phoenix Suns,87,Chicago Bulls,92,Box Score,,,True,True,False
508,2014-01-07,7:00 pm,Philadelphia 76ers,93,Cleveland Cavaliers,111,Box Score,,,True,True,False
509,2014-01-07,8:30 pm,Los Angeles Lakers,97,Dallas Mavericks,110,Box Score,,,True,True,False
510,2014-01-07,9:00 pm,Boston Celtics,98,Denver Nuggets,129,Box Score,,,True,True,False
511,2014-01-07,7:00 pm,Toronto Raptors,79,Indiana Pacers,86,Box Score,,,True,True,False
512,2014-01-07,8:00 pm,San Antonio Spurs,110,Memphis Grizzlies,108,Box Score,OT,,False,False,True
513,2014-01-07,7:30 pm,New Orleans Pelicans,88,Miami Heat,107,Box Score,,,True,True,False
514,2014-01-07,8:00 pm,Golden State Warriors,101,Milwaukee Bucks,80,Box Score,,,False,False,True
515,2014-01-07,7:30 pm,Detroit Pistons,85,New York Knicks,89,Box Score,,,True,True,False
516,2014-01-07,10:00 pm,Portland Trail Blazers,119,Sacramento Kings,123,Box Score,,,True,True,False
517,2014-01-07,9:00 pm,Oklahoma City Thunder,101,Utah Jazz,112,Box Score,,,True,True,False
518,2014-01-08,7:30 pm,Indiana Pacers,87,Atlanta Hawks,97,Box Score,,,True,True,False
519,2014-01-08,7:30 pm,Golden State Warriors,98,Brooklyn Nets,102,Box Score,,,True,True,False
520,2014-01-08,8:00 pm,Los Angeles Lakers,99,Houston Rockets,113,Box Score,,,True,True,False
521,2014-01-08,10:30 pm,Boston Celtics,105,Los Angeles Clippers,111,Box Score,,,True,True,False
522,2014-01-08,9:30 pm,Phoenix Suns,104,Minnesota Timberwolves,103,Box Score,,,False,False,True
523,2014-01-08,8:00 pm,Washington Wizards,102,New Orleans Pelicans,96,Box Score,,,False,False,True
524,2014-01-08,10:00 pm,Orlando Magic,94,Portland Trail Blazers,110,Box Score,,,True,True,False
525,2014-01-08,7:00 pm,Dallas Mavericks,90,San Antonio Spurs,112,Box Score,,,True,True,False
526,2014-01-08,7:00 pm,Detroit Pistons,91,Toronto Raptors,112,Box Score,,,True,True,False
527,2014-01-09,10:30 pm,Oklahoma City Thunder,88,Denver Nuggets,101,Box Score,,,True,True,False
528,2014-01-09,8:00 pm,Miami Heat,92,New York Knicks,102,Box Score,,,True,True,False
529,2014-01-10,7:30 pm,Houston Rockets,80,Atlanta Hawks,83,Box Score,,,True,True,False
